Stage,Experiment,Beaker,BeakerID,Population,MatePair,Treatment,Urban,PhotoID,SampleID,BL_mm,AL1_mm,AL2_mm
Pluteus,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,plut_exp2_b6-0022,23,0.21,0.281,0.275
Pluteus,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,plut_exp2_b7-0007,6,0.187,0.219,0.217
Pluteus,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,plut_exp2_b7-0013,12,0.181,0.214,0.215
Pluteus,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,plut_exp2_b7-0013,13,0.218,0.251,0.261
Pluteus,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,plut_exp2_b7-0018,18,0.213,0.247,0.247
Pluteus,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,plut_exp2_b7-0031,30,0.193,0.236,0.236
Pluteus,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,plut_exp2_b7-0042,42,0.212,0.225,0.252
Pluteus,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,plut_exp2_b7-0048,49,0.181,0.2,0.214
Pluteus,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,plut_exp2_b7-0051,53,0.207,0.232,0.237
Pluteus,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,plut_exp2_b7-0052,54,0.196,0.21,0.221
Pluteus,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,plut_exp2_b7-0058,60,0.189,0.21,0.22
Pluteus,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,plut_exp2_b7-0059,61,0.213,0.236,0.248
Pluteus,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,plut_exp2_b7-0062,64,0.171,0.187,0.198
Pluteus,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,plut_exp2_b7-0065,67,0.19,0.203,0.213
Pluteus,Exp2,B9,Exp2_B9,Wh,P8,NP,Urban,plut_exp2_b9-0007,7,0.174,0.212,0.191
Pluteus,Exp2,B9,Exp2_B9,Wh,P8,NP,Urban,plut_exp2_b9-0009,10,0.191,0.235,0.225
Pluteus,Exp2,B9,Exp2_B9,Wh,P8,NP,Urban,plut_exp2_b9-0012,14,0.178,0.2,0.198
Pluteus,Exp2,B9,Exp2_B9,Wh,P8,NP,Urban,plut_exp2_b9-0016,17,0.197,0.226,0.235
Pluteus,Exp2,B9,Exp2_B9,Wh,P8,NP,Urban,plut_exp2_b9-0020,21,0.172,0.195,0.206
Pluteus,Exp2,B9,Exp2_B9,Wh,P8,NP,Urban,plut_exp2_b9-0028,29,0.164,0.189,0.191
Pluteus,Exp2,B9,Exp2_B9,Wh,P8,NP,Urban,plut_exp2_b9-0029,30,0.165,0.205,0.222
Pluteus,Exp2,B9,Exp2_B9,Wh,P8,NP,Urban,plut_exp2_b9-0032,33,0.147,0.217,0.203
Pluteus,Exp2,B9,Exp2_B9,Wh,P8,NP,Urban,plut_exp2_b9-0033,34,0.166,0.184,0.189
Pluteus,Exp2,B9,Exp2_B9,Wh,P8,NP,Urban,plut_exp2_b9-0038,38,0.181,0.226,0.232
Pluteus,Exp2,B9,Exp2_B9,Wh,P8,NP,Urban,plut_exp2_b9-0040,40,0.2,0.235,0.252
Pluteus,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,plut_exp2_b10-0002,1,0.195,0.211,0.238
Pluteus,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,plut_exp2_b10-0010,9,0.149,0.204,0.197
Pluteus,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,plut_exp2_b10-0012,11,0.161,0.176,0.166
Pluteus,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,plut_exp2_b10-0015,14,0.163,0.2,0.206
Pluteus,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,plut_exp2_b11-0002,1,0.227,0.326,0.324
Pluteus,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,plut_exp2_b11-0003,2,0.226,0.32,0.323
Pluteus,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,plut_exp2_b11-0007,5,0.209,0.287,0.295
Pluteus,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,plut_exp2_b11-0008,6,0.193,0.298,0.298
Pluteus,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,plut_exp2_b11-0009,7,0.228,0.316,0.318
Pluteus,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,plut_exp2_b11-0010,8,0.223,0.316,0.296
Pluteus,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,plut_exp2_b11-0012,10,0.225,0.292,0.276
Pluteus,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,plut_exp2_b11-0014,12,0.218,0.309,0.302
Pluteus,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,plut_exp2_b11-0017,15,0.223,0.304,0.286
Pluteus,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,plut_exp2_b11-0018,16,0.21,0.254,0.292
Pluteus,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,plut_exp2_b11-0020,18,0.196,0.273,0.27
Pluteus,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,plut_exp2_b11-0022,20,0.182,0.275,0.262
Pluteus,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,plut_exp2_b11-0026,24,0.202,0.263,0.28
Pluteus,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,plut_exp2_b11-0029,27,0.214,0.295,0.297
Pluteus,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,plut_exp2_b11-0032,29,0.214,0.251,0.252
Pluteus,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,plut_exp2_b11-0033,30,0.206,0.295,0.299
Pluteus,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,plut_exp2_b11-0035,32,0.217,0.305,0.302
Pluteus,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,plut_exp2_b11-0036,33,0.177,0.255,0.245
Pluteus,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,plut_exp2_b12-0008,7,0.159,0.202,0.19
Pluteus,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,plut_exp2_b12-0010,8,0.163,0.194,0.19
Pluteus,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,plut_exp2_b12-0027,21,0.15,0.175,0.179
Pluteus,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,plut_exp2_b14-0007,6,0.136,0.165,0.168
Pluteus,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,plut_exp2_b14-0010,8,0.192,0.216,0.225
Pluteus,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,plut_exp2_b14-0024,18,0.204,0.25,0.223
Pluteus,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,plut_exp2_b16-0004,3,0.197,0.216,0.215
Pluteus,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,plut_exp2_b16-0008,7,0.221,0.252,0.251
Pluteus,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,plut_exp2_b16-0012,10,0.243,0.297,0.305
Pluteus,Exp2,B17,Exp2_B17,Twp,P5,NP,Nonurban,plut_exp2_b17-0005,4,0.206,0.222,0.227
Pluteus,Exp2,B17,Exp2_B17,Twp,P5,NP,Nonurban,plut_exp2_b17-0013,12,0.19,0.208,0.211
Pluteus,Exp2,B17,Exp2_B17,Twp,P5,NP,Nonurban,plut_exp2_b17-0015,14,0.221,0.237,0.243
Pluteus,Exp2,B17,Exp2_B17,Twp,P5,NP,Nonurban,plut_exp2_b17-0023,22,0.195,0.234,0.221
Pluteus,Exp2,B17,Exp2_B17,Twp,P5,NP,Nonurban,plut_exp2_b17-0024,23,0.218,0.232,0.225
Pluteus,Exp2,B18,Exp2_B18,Wh,P6,NP,Urban,plut_exp2_b18-0029,26,0.138,0.17,0.157
Pluteus,Exp2,B18,Exp2_B18,Wh,P6,NP,Urban,plut_exp2_b18-0033,30,0.185,0.205,0.173
Pluteus,Exp2,B18,Exp2_B18,Wh,P6,NP,Urban,plut_exp2_b18-0034,31,0.152,0.169,0.165
Pluteus,Exp2,B20,Exp2_B20,Trp,P7,C,Nonurban,plut_exp2_b20-0002,1,0.222,0.319,0.31
Pluteus,Exp2,B20,Exp2_B20,Trp,P7,C,Nonurban,plut_exp2_b20-0003,2,0.245,0.338,0.308
Pluteus,Exp2,B20,Exp2_B20,Trp,P7,C,Nonurban,plut_exp2_b20-0005,4,0.237,0.308,0.311
Pluteus,Exp2,B20,Exp2_B20,Trp,P7,C,Nonurban,plut_exp2_b20-0008,7,0.233,0.319,0.314
Pluteus,Exp2,B20,Exp2_B20,Trp,P7,C,Nonurban,plut_exp2_b20-0009,8,0.231,0.319,0.316
Pluteus,Exp2,B20,Exp2_B20,Trp,P7,C,Nonurban,plut_exp2_b20-0011,10,0.239,0.322,0.324
Pluteus,Exp2,B20,Exp2_B20,Trp,P7,C,Nonurban,plut_exp2_b20-0018,17,0.243,0.318,0.311
Pluteus,Exp2,B20,Exp2_B20,Trp,P7,C,Nonurban,plut_exp2_b20-0027,25,0.219,0.308,0.247
Pluteus,Exp2,B20,Exp2_B20,Trp,P7,C,Nonurban,plut_exp2_b20-0031,29,0.266,0.339,0.339
Pluteus,Exp2,B20,Exp2_B20,Trp,P7,C,Nonurban,plut_exp2_b20-0035,32,0.216,0.332,0.332
Pluteus,Exp2,B20,Exp2_B20,Trp,P7,C,Nonurban,plut_exp2_b20-0036,33,0.266,0.343,0.362
Pluteus,Exp2,B20,Exp2_B20,Trp,P7,C,Nonurban,plut_exp2_b20-0037,34,0.256,0.348,0.345
Pluteus,Exp2,B20,Exp2_B20,Trp,P7,C,Nonurban,plut_exp2_b20-0039,36,0.242,0.331,0.309
Pluteus,Exp2,B20,Exp2_B20,Trp,P7,C,Nonurban,plut_exp2_b20-0040,37,0.254,0.309,0.315
Pluteus,Exp2,B20,Exp2_B20,Trp,P7,C,Nonurban,plut_exp2_b20-0043,40,0.246,0.32,0.317
Pluteus,Exp2,B20,Exp2_B20,Trp,P7,C,Nonurban,plut_exp2_b20-0047,44,0.215,0.269,0.27
Pluteus,Exp2,B20,Exp2_B20,Trp,P7,C,Nonurban,plut_exp2_b20-0050,48,0.242,0.326,0.327
Pluteus,Exp2,B20,Exp2_B20,Trp,P7,C,Nonurban,plut_exp2_b20-0052,50,0.226,0.326,0.326
Pluteus,Exp2,B13,Exp2_B13,Wh,P7,C,Urban,plut_exp2_b13-0003,1,0.19,0.22,0.204
Pluteus,Exp2,B13,Exp2_B13,Wh,P7,C,Urban,plut_exp2_b13-0008,6,0.211,0.237,0.227
Pluteus,Exp2,B13,Exp2_B13,Wh,P7,C,Urban,plut_exp2_b13-0010,8,0.2,0.263,0.261
Pluteus,Exp2,B13,Exp2_B13,Wh,P7,C,Urban,plut_exp2_b13-0011,9,0.178,0.187,0.19
Pluteus,Exp2,B13,Exp2_B13,Wh,P7,C,Urban,plut_exp2_b13-0017,15,0.213,0.239,0.247
Pluteus,Exp2,B21,Exp2_B21,Wh,P5,NP,Urban,plut_exp2_b21-0006,5,0.209,0.263,0.272
Pluteus,Exp2,B21,Exp2_B21,Wh,P5,NP,Urban,plut_exp2_b21-0008,7,0.196,0.22,0.227
Pluteus,Exp2,B21,Exp2_B21,Wh,P5,NP,Urban,plut_exp2_b21-0010,10,0.165,0.218,0.202
Pluteus,Exp2,B21,Exp2_B21,Wh,P5,NP,Urban,plut_exp2_b21-0014,14,0.194,0.225,0.238
Pluteus,Exp2,B21,Exp2_B21,Wh,P5,NP,Urban,plut_exp2_b21-0019,19,0.221,0.248,0.247
Pluteus,Exp2,B21,Exp2_B21,Wh,P5,NP,Urban,plut_exp2_b21-0021,21,0.204,0.253,0.256
Pluteus,Exp2,B21,Exp2_B21,Wh,P5,NP,Urban,plut_exp2_b21-0022,22,0.196,0.255,0.236
Pluteus,Exp2,B21,Exp2_B21,Wh,P5,NP,Urban,plut_exp2_b21-0023,23,0.189,0.223,0.237
Pluteus,Exp2,B21,Exp2_B21,Wh,P5,NP,Urban,plut_exp2_b21-0026,26,0.201,0.243,0.265
Pluteus,Exp2,B21,Exp2_B21,Wh,P5,NP,Urban,plut_exp2_b21-0038,38,0.197,0.246,0.247
Pluteus,Exp2,B21,Exp2_B21,Wh,P5,NP,Urban,plut_exp2_b21-0040,40,0.201,0.262,0.247
Pluteus,Exp2,B21,Exp2_B21,Wh,P5,NP,Urban,plut_exp2_b21-0042,42,0.195,0.235,0.226
Pluteus,Exp2,B21,Exp2_B21,Wh,P5,NP,Urban,plut_exp2_b21-0049,49,0.159,0.228,0.191
Pluteus,Exp2,B21,Exp2_B21,Wh,P5,NP,Urban,plut_exp2_b21-0055,55,0.195,0.252,0.252
Pluteus,Exp2,B21,Exp2_B21,Wh,P5,NP,Urban,plut_exp2_b21-0058,58,0.189,0.231,0.232
Pluteus,Exp2,B21,Exp2_B21,Wh,P5,NP,Urban,plut_exp2_b21-0061,61,0.198,0.25,0.239
Pluteus,Exp2,B23,Exp2_B23,Wh,P6,C,Urban,plut_exp2_b23-0002,2,0.226,0.285,0.281
Pluteus,Exp2,B23,Exp2_B23,Wh,P6,C,Urban,plut_exp2_b23-0009,8,0.224,0.295,0.284
Pluteus,Exp2,B23,Exp2_B23,Wh,P6,C,Urban,plut_exp2_b23-0012,11,0.214,0.275,0.269
Pluteus,Exp2,B23,Exp2_B23,Wh,P6,C,Urban,plut_exp2_b23-0019,19,0.243,0.303,0.312
Pluteus,Exp2,B23,Exp2_B23,Wh,P6,C,Urban,plut_exp2_b23-0020,20,0.242,0.296,0.285
Pluteus,Exp2,B24,Exp2_B24,Trp,P5,NP,Nonurban,plut_exp2_b24-0007,7,0.181,0.233,0.222
Pluteus,Exp2,B24,Exp2_B24,Trp,P5,NP,Nonurban,plut_exp2_b24-0009,9,0.18,0.217,0.203
Pluteus,Exp2,B24,Exp2_B24,Trp,P5,NP,Nonurban,plut_exp2_b24-0011,11,0.182,0.226,0.226
Pluteus,Exp2,B24,Exp2_B24,Trp,P5,NP,Nonurban,plut_exp2_b24-0018,19,0.175,0.196,0.214
Pluteus,Exp2,B24,Exp2_B24,Trp,P5,NP,Nonurban,plut_exp2_b24-0020,21,0.191,0.217,0.217
Pluteus,Exp2,B24,Exp2_B24,Trp,P5,NP,Nonurban,plut_exp2_b24-0022,23,0.164,0.176,0.191
Pluteus,Exp2,B24,Exp2_B24,Trp,P5,NP,Nonurban,plut_exp2_b24-0030,29,0.184,0.211,0.211
Pluteus,Exp2,B24,Exp2_B24,Trp,P5,NP,Nonurban,plut_exp2_b24-0036,35,0.174,0.211,0.204
Pluteus,Exp2,B24,Exp2_B24,Trp,P5,NP,Nonurban,plut_exp2_b24-0041,40,0.181,0.221,0.187
Pluteus,Exp2,B24,Exp2_B24,Trp,P5,NP,Nonurban,plut_exp2_b24-0042,41,0.177,0.21,0.199
Pluteus,Exp2,B25,Exp2_B25,Cab,P5,NP,Urban,plut_exp2_b25-0003,2,0.185,0.21,0.203
Pluteus,Exp2,B25,Exp2_B25,Cab,P5,NP,Urban,plut_exp2_b25-0016,12,0.183,0.184,0.203
Pluteus,Exp2,B25,Exp2_B25,Cab,P5,NP,Urban,plut_exp2_b25-0018,14,0.183,0.2,0.204
Pluteus,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,plut_exp2_b28-0003,2,0.157,0.171,0.161
Pluteus,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,plut_exp2_b28-0005,3,0.161,0.195,0.177
Pluteus,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,plut_exp2_b28-0006,4,0.173,0.205,0.205
Pluteus,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,plut_exp2_b28-0014,12,0.171,0.193,0.191
Pluteus,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,plut_exp2_b28-0015,13,0.197,0.216,0.223
Pluteus,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,plut_exp2_b28-0021,20,0.174,0.202,0.201
Pluteus,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,plut_exp2_b28-0026,25,0.198,0.205,0.229
Pluteus,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,plut_exp2_b28-0027,26,0.21,0.227,0.235
Pluteus,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,plut_exp2_b28-0032,32,0.212,0.238,0.247
Pluteus,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,plut_exp2_b28-0036,36,0.204,0.23,0.219
Pluteus,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,plut_exp2_b28-0049,49,0.207,0.245,0.251
Pluteus,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,plut_exp2_b28-0052,52,0.157,0.178,0.179
Pluteus,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,plut_exp2_b28-0058,58,0.177,0.187,0.197
Pluteus,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,plut_exp2_b28-0059,59,0.189,0.224,0.219
Pluteus,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,plut_exp2_b28-0060,60,0.205,0.223,0.237
Pluteus,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,plut_exp2_b29-0002,1,0.232,0.301,0.3
Pluteus,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,plut_exp2_b29-0004,2,0.218,0.299,0.302
Pluteus,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,plut_exp2_b29-0005,3,0.212,0.292,0.274
Pluteus,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,plut_exp2_b29-0006,4,0.221,0.309,0.319
Pluteus,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,plut_exp2_b29-0008,6,0.194,0.287,0.287
Pluteus,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,plut_exp2_b29-0009,7,0.213,0.303,0.304
Pluteus,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,plut_exp2_b29-0014,12,0.198,,
Pluteus,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,plut_exp2_b29-0020,17,0.237,0.302,0.31
Pluteus,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,plut_exp2_b29-0021,18,0.236,0.32,0.33
Pluteus,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,plut_exp2_b29-0023,20,0.242,0.314,0.311
Pluteus,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,plut_exp2_b29-0026,23,0.232,0.312,0.322
Pluteus,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,plut_exp2_b29-0027,24,0.241,0.32,0.305
Pluteus,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,plut_exp2_b29-0028,25,0.235,0.299,0.287
Pluteus,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,plut_exp2_b29-0029,26,0.23,0.303,0.304
Pluteus,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,plut_exp2_b29-0031,28,0.186,0.215,0.226
Pluteus,Exp2,B30,Exp2_B30,Wh,P5,C,Urban,plut_exp2_b30-0008,6,0.196,0.244,0.241
Pluteus,Exp2,B30,Exp2_B30,Wh,P5,C,Urban,plut_exp2_b30-0012,10,0.197,0.225,0.236
Pluteus,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,plut_exp2_b31-0002,1,0.249,0.297,0.283
Pluteus,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,plut_exp2_b31-0003,2,0.179,0.185,0.211
Pluteus,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,plut_exp2_b31-0008,8,0.14,0.191,0.19
Pluteus,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,plut_exp2_b31-0010,10,0.191,0.226,0.238
Pluteus,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,plut_exp2_b31-0011,11,0.195,0.23,0.248
Pluteus,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,plut_exp2_b31-0014,14,0.179,0.231,0.235
Pluteus,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,plut_exp2_b31-0016,16,0.172,0.21,0.21
Pluteus,Exp2,B32,Exp2_B32,Twp,P7,NP,Nonurban,plut_exp2_b32-0007,6,0.183,0.2,0.197
Pluteus,Exp2,B32,Exp2_B32,Twp,P7,NP,Nonurban,plut_exp2_b32-0013,13,0.132,0.184,0.175
Pluteus,Exp2,B32,Exp2_B32,Twp,P7,NP,Nonurban,plut_exp2_b32-0014,15,0.165,0.198,0.198
Pluteus,Exp2,B32,Exp2_B32,Twp,P7,NP,Nonurban,plut_exp2_b32-0020,20,0.144,0.174,0.172
Pluteus,Exp2,B32,Exp2_B32,Twp,P7,NP,Nonurban,plut_exp2_b32-0021,21,0.189,0.207,0.199
Pluteus,Exp2,B32,Exp2_B32,Twp,P7,NP,Nonurban,plut_exp2_b32-0029,28,0.158,0.189,0.182
Pluteus,Exp2,B32,Exp2_B32,Twp,P7,NP,Nonurban,plut_exp2_b32-0032,31,0.182,0.2,0.206
Pluteus,Exp3,B1,Exp3_B1,Cab,P9,C,Urban,plut_exp3_b1-0002,1,0.236,0.301,0.318
Pluteus,Exp3,B1,Exp3_B1,Cab,P9,C,Urban,plut_exp3_b1-0003,2,0.222,0.315,0.31
Pluteus,Exp3,B1,Exp3_B1,Cab,P9,C,Urban,plut_exp3_b1-0008,7,0.22,0.274,0.277
Pluteus,Exp3,B1,Exp3_B1,Cab,P9,C,Urban,plut_exp3_b1-0016,15,0.237,0.353,0.342
Pluteus,Exp3,B1,Exp3_B1,Cab,P9,C,Urban,plut_exp3_b1-0021,19,0.156,0.239,0.256
Pluteus,Exp3,B1,Exp3_B1,Cab,P9,C,Urban,plut_exp3_b1-0022,20,0.236,0.316,0.325
Pluteus,Exp3,B1,Exp3_B1,Cab,P9,C,Urban,plut_exp3_b1-0024,22,0.228,0.321,0.321
Pluteus,Exp3,B1,Exp3_B1,Cab,P9,C,Urban,plut_exp3_b1-0026,24,0.225,0.317,0.318
Pluteus,Exp3,B1,Exp3_B1,Cab,P9,C,Urban,plut_exp3_b1-0027,25,0.235,0.316,0.317
Pluteus,Exp3,B1,Exp3_B1,Cab,P9,C,Urban,plut_exp3_b1-0028,26,0.226,0.306,0.309
Pluteus,Exp3,B1,Exp3_B1,Cab,P9,C,Urban,plut_exp3_b1-0031,29,0.253,0.357,0.339
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0006,6,0.244,0.348,0.351
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0008,8,0.171,0.241,0.212
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0010,10,0.225,0.31,0.319
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0011,11,0.218,0.327,0.312
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0013,13,0.245,0.348,0.342
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0016,15,0.254,0.344,0.367
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0017,16,0.231,0.306,0.304
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0018,17,0.248,0.353,0.335
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0020,18,0.25,0.36,0.359
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0021,19,0.257,0.382,0.36
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0024,22,0.255,0.369,0.363
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0026,24,0.234,0.341,0.353
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0027,25,0.262,0.359,0.375
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0028,26,0.25,0.349,0.349
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0029,28,0.257,0.357,0.353
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0031,30,0.254,0.359,0.362
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0034,34,0.239,0.345,0.336
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0037,37,0.207,0.282,0.286
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0039,39,0.256,0.365,0.362
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0042,42,0.198,0.238,0.234
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0043,43,0.25,0.347,0.346
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0047,47,0.252,0.325,0.345
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0048,48,0.249,0.346,0.35
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0050,50,0.255,0.362,0.37
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0051,51,0.272,0.364,0.373
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0056,56,0.246,0.352,0.348
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0058,58,0.257,0.346,0.344
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0060,60,0.231,0.335,0.336
Pluteus,Exp3,B2,Exp3_B2,Wh,P11,NP,Urban,plut_exp3_b2-0063,63,0.25,0.349,0.355
