Stage,Experiment,Beaker,BeakerID,Population,MatePair,Treatment,Urban,PhotoID,SampleID,BL_mm,AL1_mm,AL2_mm
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0021,19,0.235,0.321,0.33
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0025,23,0.268,0.369,0.357
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0026,24,0.273,0.362,0.359
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0027,25,0.258,0.343,0.324
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0030,27,0.243,0.318,0.317
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0031,28,0.291,0.361,0.344
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0033,30,0.253,0.338,0.337
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0037,33,0.282,0.362,0.362
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0038,34,0.256,0.36,0.36
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0040,36,0.269,0.362,0.362
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0043,38,0.258,0.358,0.349
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0044,39,0.29,0.349,0.362
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0047,42,0.271,0.349,0.349
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0048,43,0.257,0.348,0.332
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0052,46,0.248,0.327,0.327
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0002,1,0.255,0.35,0.366
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0003,2,0.268,0.383,0.382
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0005,4,0.27,0.364,0.373
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0006,5,0.263,0.389,0.37
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0007,6,0.274,0.376,0.376
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0008,7,0.252,0.341,0.337
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0009,8,0.256,0.377,0.366
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0012,11,0.234,0.335,0.335
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0016,15,0.259,0.365,0.363
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0019,19,0.263,0.359,0.354
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0024,26,0.275,0.385,0.377
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0025,27,0.242,0.338,0.34
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0026,28,0.252,0.369,0.35
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0030,33,0.282,0.394,0.372
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0031,34,0.285,0.395,0.39
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0032,35,0.278,0.367,0.377
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0037,41,0.285,0.392,0.403
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0037,42,0.285,0.403,0.389
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0039,45,0.271,0.379,0.37
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0040,46,0.25,0.297,0.296
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0042,47,0.239,0.336,0.342
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0045,50,0.261,0.374,0.373
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0046,51,0.221,0.296,0.295
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0047,52,0.274,0.388,0.381
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0052,55,0.285,0.386,0.377
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0053,56,0.279,0.349,0.349
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0058,61,0.286,0.398,0.37
Pluteus,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,plut_exp3_b23-0005,3,0.23,0.303,0.295
Pluteus,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,plut_exp3_b23-0006,4,0.206,0.226,0.248
Pluteus,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,plut_exp3_b23-0009,7,0.212,0.308,0.283
Pluteus,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,plut_exp3_b23-0016,14,0.255,0.335,0.324
Pluteus,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,plut_exp3_b23-0018,16,0.228,0.294,0.27
Pluteus,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,plut_exp3_b23-0021,19,0.189,0.209,0.237
Pluteus,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,plut_exp3_b23-0023,21,0.247,0.331,0.323
Pluteus,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,plut_exp3_b23-0024,22,0.229,0.313,0.293
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0005,4,0.207,0.257,0.259
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0006,5,0.21,0.301,0.264
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0010,9,0.234,0.304,0.309
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0014,13,0.253,0.342,0.329
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0015,14,0.254,0.324,0.338
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0016,15,0.238,0.307,0.319
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0019,19,0.206,0.278,0.284
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0020,20,0.268,0.358,0.337
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0021,21,0.251,0.347,0.358
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0024,24,0.209,0.261,0.274
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0029,29,0.257,0.353,0.336
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0030,31,0.241,0.333,0.33
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0033,34,0.225,0.32,0.321
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0034,35,0.245,0.355,0.33
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0035,36,0.252,0.337,0.344
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0039,38,0.243,0.336,0.336
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0040,39,0.267,0.345,0.336
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0043,42,0.226,0.327,0.323
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0047,47,0.255,0.356,0.33
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0049,7,0.252,0.359,0.354
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0002,1,0.249,0.384,0.365
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0003,2,0.263,0.327,0.318
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0005,4,0.27,0.375,0.387
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0011,10,0.257,0.367,0.363
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0012,11,0.258,0.387,0.381
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0013,12,0.248,0.37,0.369
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0017,16,0.259,0.382,0.384
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0018,17,0.257,0.385,0.363
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0020,19,0.24,0.362,0.358
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0025,25,0.259,0.386,0.354
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0026,26,0.254,0.382,0.376
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0029,29,0.221,0.341,0.337
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0030,31,0.234,0.348,0.354
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0031,32,0.255,0.364,0.367
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0032,33,0.265,0.397,0.404
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0033,34,0.244,0.376,0.361
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0034,35,0.255,0.37,0.375
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0036,37,0.247,0.383,0.382
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0037,38,0.271,0.396,0.385
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0038,39,0.26,0.381,0.373
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0041,42,0.266,0.393,0.394
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0047,48,0.254,0.378,0.37
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0049,51,0.259,0.374,0.374
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0051,53,0.23,0.351,0.347
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0053,54,0.252,0.362,0.377
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0054,55,0.246,0.366,0.369
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0055,56,0.256,0.372,0.345
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0057,58,0.252,0.372,0.364
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0058,59,0.251,0.38,0.392
Pluteus,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,plut_exp3_b26-0009,7,0.239,0.289,0.302
Pluteus,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,plut_exp3_b26-0010,8,0.184,0.222,0.22
Pluteus,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,plut_exp3_b26-0011,9,0.228,0.295,0.285
Pluteus,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,plut_exp3_b26-0014,14,0.201,0.286,0.271
Pluteus,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,plut_exp3_b26-0019,21,0.233,0.328,0.302
Pluteus,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,plut_exp3_b26-0024,27,0.207,0.254,0.254
Pluteus,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,plut_exp3_b26-0026,29,0.232,0.297,0.301
Pluteus,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,plut_exp3_b26-0029,32,0.204,0.265,0.265
Pluteus,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,plut_exp3_b26-0030,35,0.214,0.305,0.305
Pluteus,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,plut_exp3_b26-0031,36,0.223,0.307,0.31
Pluteus,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,plut_exp3_b26-0032,37,0.199,0.301,0.301
Pluteus,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,plut_exp3_b26-0037,42,0.239,0.313,0.311
Pluteus,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,plut_exp3_b26-0042,49,0.221,0.285,0.281
Pluteus,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,plut_exp3_b26-0043,52,0.215,0.279,0.278
Pluteus,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,plut_exp3_b26-0050,59,0.215,0.265,0.259
Pluteus,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,plut_exp3_b26-0051,60,0.237,0.314,0.313
Pluteus,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,plut_exp3_b26-0052,61,0.238,0.311,0.302
Pluteus,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,plut_exp3_b26-0053,62,0.227,0.29,0.279
Pluteus,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,plut_exp3_b26-0058,67,0.222,0.28,0.271
Pluteus,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,plut_exp3_b26-0059,68,0.211,0.269,0.26
Pluteus,Exp3,B27,Exp3_B27,Cab,P11,NP,Urban,plut_exp3_b27-0002,1,0.234,0.326,0.309
Pluteus,Exp3,B27,Exp3_B27,Cab,P11,NP,Urban,plut_exp3_b27-0003,2,0.258,0.339,0.34
Pluteus,Exp3,B27,Exp3_B27,Cab,P11,NP,Urban,plut_exp3_b27-0008,7,0.223,0.303,0.301
Pluteus,Exp3,B27,Exp3_B27,Cab,P11,NP,Urban,plut_exp3_b27-0011,9,0.27,0.356,0.364
Pluteus,Exp3,B27,Exp3_B27,Cab,P11,NP,Urban,plut_exp3_b27-0012,10,0.219,0.295,0.306
Pluteus,Exp3,B27,Exp3_B27,Cab,P11,NP,Urban,plut_exp3_b27-0014,12,0.269,0.348,0.354
Pluteus,Exp3,B27,Exp3_B27,Cab,P11,NP,Urban,plut_exp3_b27-0016,14,0.226,0.295,0.327
Pluteus,Exp3,B27,Exp3_B27,Cab,P11,NP,Urban,plut_exp3_b27-0021,20,0.192,0.23,0.221
Pluteus,Exp3,B27,Exp3_B27,Cab,P11,NP,Urban,plut_exp3_b27-0022,21,0.253,0.319,0.327
Pluteus,Exp3,B27,Exp3_B27,Cab,P11,NP,Urban,plut_exp3_b27-0024,23,0.265,0.342,0.344
Pluteus,Exp3,B27,Exp3_B27,Cab,P11,NP,Urban,plut_exp3_b27-0025,24,0.221,0.31,0.298
Pluteus,Exp3,B27,Exp3_B27,Cab,P11,NP,Urban,plut_exp3_b27-0026,25,0.243,0.331,0.339
Pluteus,Exp3,B27,Exp3_B27,Cab,P11,NP,Urban,plut_exp3_b27-0028,27,0.172,0.218,0.236
Pluteus,Exp3,B27,Exp3_B27,Cab,P11,NP,Urban,plut_exp3_b27-0030,29,0.242,0.318,0.311
Pluteus,Exp3,B27,Exp3_B27,Cab,P11,NP,Urban,plut_exp3_b27-0033,32,0.23,0.339,0.284
Pluteus,Exp3,B27,Exp3_B27,Cab,P11,NP,Urban,plut_exp3_b27-0034,33,0.219,0.301,0.284
Pluteus,Exp3,B29,Exp3_B29,Trp,P10,C,Nonurban,plut_exp3_b29-0007,5,0.256,0.316,0.316
Pluteus,Exp3,B29,Exp3_B29,Trp,P10,C,Nonurban,plut_exp3_b29-0009,7,0.18,0.21,0.213
Pluteus,Exp3,B29,Exp3_B29,Trp,P10,C,Nonurban,plut_exp3_b29-0011,9,0.247,0.282,0.298
Pluteus,Exp3,B29,Exp3_B29,Trp,P10,C,Nonurban,plut_exp3_b29-0013,11,0.232,0.279,0.291
Pluteus,Exp3,B29,Exp3_B29,Trp,P10,C,Nonurban,plut_exp3_b29-0014,12,0.204,0.241,0.227
Pluteus,Exp3,B29,Exp3_B29,Trp,P10,C,Nonurban,plut_exp3_b29-0015,13,0.25,0.292,0.298
Pluteus,Exp3,B29,Exp3_B29,Trp,P10,C,Nonurban,plut_exp3_b29-0018,16,0.207,0.244,0.242
Pluteus,Exp3,B29,Exp3_B29,Trp,P10,C,Nonurban,plut_exp3_b29-0020,18,0.242,0.284,0.3
Pluteus,Exp3,B29,Exp3_B29,Trp,P10,C,Nonurban,plut_exp3_b29-0022,20,0.235,0.285,0.304
Pluteus,Exp3,B29,Exp3_B29,Trp,P10,C,Nonurban,plut_exp3_b29-0027,26,0.205,0.239,0.238
Pluteus,Exp3,B29,Exp3_B29,Trp,P10,C,Nonurban,plut_exp3_b29-0028,27,0.216,0.242,0.242
Pluteus,Exp3,B30,Exp3_B30,Wh,P9,C,Urban,plut_exp3_b30-0002,1,0.27,0.368,0.328
Pluteus,Exp3,B30,Exp3_B30,Wh,P9,C,Urban,plut_exp3_b30-0006,5,0.25,0.338,0.332
Pluteus,Exp3,B30,Exp3_B30,Wh,P9,C,Urban,plut_exp3_b30-0007,6,0.241,0.315,0.31
Pluteus,Exp3,B30,Exp3_B30,Wh,P9,C,Urban,plut_exp3_b30-0009,8,0.281,0.36,0.355
Pluteus,Exp3,B30,Exp3_B30,Wh,P9,C,Urban,plut_exp3_b30-0014,13,0.272,0.355,0.341
Pluteus,Exp3,B30,Exp3_B30,Wh,P9,C,Urban,plut_exp3_b30-0018,17,0.247,0.35,0.326
Pluteus,Exp3,B30,Exp3_B30,Wh,P9,C,Urban,plut_exp3_b30-0019,18,0.248,0.342,0.333
Pluteus,Exp3,B30,Exp3_B30,Wh,P9,C,Urban,plut_exp3_b30-0021,20,0.273,0.352,0.355
Pluteus,Exp3,B30,Exp3_B30,Wh,P9,C,Urban,plut_exp3_b30-0024,23,0.257,0.319,0.316
Pluteus,Exp3,B31,Exp3_B31,Cab,P12,C,Urban,plut_exp3_b31-0006,5,0.26,0.353,0.347
Pluteus,Exp3,B31,Exp3_B31,Cab,P12,C,Urban,plut_exp3_b31-0010,9,0.255,0.325,0.325
Pluteus,Exp3,B31,Exp3_B31,Cab,P12,C,Urban,plut_exp3_b31-0014,13,0.251,0.321,0.331
Pluteus,Exp3,B31,Exp3_B31,Cab,P12,C,Urban,plut_exp3_b31-0015,14,0.216,0.319,0.291
Pluteus,Exp3,B31,Exp3_B31,Cab,P12,C,Urban,plut_exp3_b31-0020,18,0.253,0.31,0.319
Pluteus,Exp3,B31,Exp3_B31,Cab,P12,C,Urban,plut_exp3_b31-0026,23,0.228,0.304,0.291
Pluteus,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,plut_exp4_b1-0003,3,0.261,0.346,0.333
Pluteus,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,plut_exp4_b1-0004,4,0.277,0.347,0.349
Pluteus,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,plut_exp4_b1-0005,5,0.247,0.319,0.325
Pluteus,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,plut_exp4_b1-0009,10,0.23,0.325,0.303
Pluteus,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,plut_exp4_b1-0010,11,0.268,0.342,0.354
Pluteus,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,plut_exp4_b1-0012,13,0.277,0.369,0.348
Pluteus,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,plut_exp4_b1-0015,18,0.268,0.345,0.338
Pluteus,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,plut_exp4_b1-0026,29,0.228,0.311,0.307
Pluteus,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,plut_exp4_b1-0027,30,0.268,0.347,0.348
Pluteus,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,plut_exp4_b1-0029,32,0.258,0.319,0.329
Pluteus,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,plut_exp4_b1-0032,35,0.237,0.297,0.324
Pluteus,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,plut_exp4_b1-0033,36,0.255,0.335,0.341
Pluteus,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,plut_exp4_b1-0036,38,0.24,0.33,0.322
Pluteus,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,plut_exp4_b1-0041,42,0.255,0.322,0.316
Pluteus,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,plut_exp4_b1-0042,43,0.282,0.353,0.367
Pluteus,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,plut_exp4_b1-0044,45,0.24,0.315,0.324
Pluteus,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,plut_exp4_b1-0045,46,0.256,0.288,0.283
Pluteus,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,plut_exp4_b1-0047,48,0.251,0.331,0.328
Pluteus,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,plut_exp4_b1-0051,52,0.264,0.352,0.345
Pluteus,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,plut_exp4_b1-0058,59,0.25,0.325,0.354
Pluteus,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,plut_exp4_b1-0060,61,0.246,0.346,0.319
Pluteus,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,plut_exp4_b1-0075,76,0.279,0.353,0.364
Pluteus,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,plut_exp4_b3-0006,5,0.241,0.311,0.316
Pluteus,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,plut_exp4_b3-0006,6,0.211,0.297,0.289
Pluteus,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,plut_exp4_b3-0009,9,0.231,0.309,0.309
Pluteus,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,plut_exp4_b3-0011,11,0.231,0.32,0.32
Pluteus,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,plut_exp4_b3-0014,14,0.226,0.293,0.307
Pluteus,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,plut_exp4_b3-0015,15,0.258,0.351,0.351
Pluteus,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,plut_exp4_b3-0022,22,0.266,0.358,0.341
Pluteus,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,plut_exp4_b3-0024,24,0.249,0.334,0.338
Pluteus,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,plut_exp4_b3-0025,25,0.262,0.374,0.376
Pluteus,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,plut_exp4_b3-0027,27,0.254,0.337,0.355
Pluteus,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,plut_exp4_b3-0028,28,0.212,0.284,0.291
Pluteus,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,plut_exp4_b3-0029,29,0.259,0.345,0.361
Pluteus,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,plut_exp4_b3-0029,30,0.248,0.33,0.317
Pluteus,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,plut_exp4_b3-0030,31,0.286,0.381,0.364
Pluteus,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,plut_exp4_b3-0031,32,0.258,0.336,0.344
Pluteus,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,plut_exp4_b3-0033,35,0.252,0.34,0.34
Pluteus,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,plut_exp4_b3-0035,37,0.252,0.322,0.334
Pluteus,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,plut_exp4_b3-0036,38,0.262,0.343,0.342
Pluteus,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,plut_exp4_b3-0040,42,0.25,0.31,0.315
Pluteus,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,plut_exp4_b3-0043,45,0.266,0.354,0.358
Pluteus,Exp4,B5,Exp4_B5,Wh,P13,C,Urban,plut_exp4_b5-0003,1,0.243,0.343,0.328
Pluteus,Exp4,B5,Exp4_B5,Wh,P13,C,Urban,plut_exp4_b5-0009,7,0.249,0.339,0.352
Pluteus,Exp4,B5,Exp4_B5,Wh,P13,C,Urban,plut_exp4_b5-0010,8,0.258,0.335,0.351
